RequestNo,RequestDate,RequestType,AssetFacilityType,CapexRequestAmount,RegionCode,BranchCode,BranchName,RequestBU,RequestFunction,IsBudgeted,BudgetRefNo,UserRemarks,CurrentStatus,LastActionDate,LastActionRemarks,LastActionRejectionReason,LastActionBy,AssetCategoryName,AssetItemName,VendorProcType,ItemCategory,ItemRatePerQtyForCentralProcItems,AssetItemQty,AssetItemRatePerQty,AssetAddlCharges,AssetAddlChargesRemarks,AssetItemAmount,AssetItemRemarks,VendorName,Vendor_RatePerQty,Vendor_TotalAmount,Vendor_DeliveryPeriod,Vendor_PaymentTerms,IsSelectedVendor
CPX-F/E/202526/0002,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty discussed and confirmed by OPS team Sreeram si,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,COMPUTER,HP 136nw Printer (MFP)-Ops,Central,ITASSETS-OPS,16907,1,16907,0,,16907,Qty approved by P&E against the request by LTL ROM,,0,0,,,
CPX-F/E/202526/0002,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty discussed and confirmed by OPS team Sreeram si,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,2,24860,0,,49720,Qty approved by P&E against the request by LTL ROM,,0,0,,,
CPX-F/E/202526/0002,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty discussed and confirmed by OPS team Sreeram si,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,35,2773,0,,97055,Qty approved by Rahul sethi against the Request by,,0,0,,,
CPX-F/E/202526/0002,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty discussed and confirmed by OPS team Sreeram si,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,2,22000,0,,44000,Qty approved by P&E against the request by LTL ROM,,0,0,,,
CPX-F/E/202526/0002,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty discussed and confirmed by OPS team Sreeram si,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,PLANT & MACHINERY,Weighing Machine - 500 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,19530,1,19530,0,,19530,Qty approved by P&E against the request by LTL ROM,,0,0,,,
CPX-F/E/202526/0002,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty discussed and confirmed by OPS team Sreeram si,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH) - OPS,Central,ITASSETS-OPS,14411,1,14411,0,,14411,Qty approved by P&E against the request by LTL ROM,,0,0,,,
CPX-F/E/202526/0003,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Ops,Central,ITASSETS-OPS,45455,1,45455,0,,45455,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0003,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,COMPUTER,HP 136nw Printer (MFP)-Ops,Central,ITASSETS-OPS,16907,1,16907,0,,16907,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0003,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,2,24860,0,,49720,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0003,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,35,2773,0,,97055,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0003,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,2,22000,0,,44000,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0003,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,PLANT & MACHINERY,Weighing Machine - 500 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,19530,1,19530,0,,19530,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0003,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Rejected,12-06-2025,Duplicate CAPEX raised,Others,Authority - Supratik Banerjee ,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH) - OPS,Central,ITASSETS-OPS,14411,1,14411,0,,14411,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0004,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Approved,03-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Ops,Central,ITASSETS-OPS,45455,1,45455,0,,45455,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0004,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Approved,03-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,HP 136nw Printer (MFP)-Ops,Central,ITASSETS-OPS,16907,1,16907,0,,16907,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0004,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Approved,03-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,2,24860,0,,49720,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0004,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Approved,03-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,35,2773,0,,97055,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0004,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Approved,03-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,2,22000,0,,44000,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0004,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Approved,03-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,Weighing Machine - 500 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,19530,1,19530,0,,19530,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0004,23-04-2025,Facility,Upgrade,287078,E,E57,TIRUPUR SCS BRANCH - E57 (BO),LTL,Admin,Yes,FY24-25,Qty given by Rahul sethi as per the Budget taken f,Approved,03-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH) - OPS,Central,ITASSETS-OPS,14411,1,14411,0,,14411,Qty given by Rahul sethi as per the Budget taken f,,0,0,,,
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,4,24860,0,,99440,Approved by OPS and ZBH,,0,0,,,
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,25,2773,0,,69325,Approved by OPS Team and ZBH ,,0,0,,,
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,1148,25,1148,0,,28700,Approved by OPS Team and ZBH,,0,0,,,
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,4,22000,0,,88000,Approved by OPS and ZBH,,0,0,,,
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,8421,4,8421,0,,33684,Approved by OPS and ZBH,,0,0,,,
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Weighing Machine - 300 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,16684.5,1,16684.5,0,,16684.5,Approved by OPS and ZBH,,0,0,,,
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,LOCKER-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,3,22500,0,0,67500,Approved by ZBH and OPS ,design craft,22500,67500,0,0,Yes
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,LOCKER-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,3,22500,0,0,67500,Approved by ZBH and OPS ,sign fab,23000,69000,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,LOCKER-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,3,22500,0,0,67500,Approved by ZBH and OPS ,DJ Hydraulic,29550,88650,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Shelving Racks-Ops,Local,OPSMHE&FACILITYASSET,0,4,29800,0,0,119200,Approved by ZBH and OPS ,Design craft,29800,119200,0,0,Yes
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Shelving Racks-Ops,Local,OPSMHE&FACILITYASSET,0,4,29800,0,0,119200,Approved by ZBH and OPS ,Sign fab,35000,140000,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Shelving Racks-Ops,Local,OPSMHE&FACILITYASSET,0,4,29800,0,0,119200,Approved by ZBH and OPS ,DJ Hydraulic,36400,145600,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,BARRICADES-Ops,Local,OPSMHE&FACILITYASSET,0,8,2500,0,0,20000,Approved by OPS and ZBH,Design craft,2500,20000,0,0,Yes
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,BARRICADES-Ops,Local,OPSMHE&FACILITYASSET,0,8,2500,0,0,20000,Approved by OPS and ZBH,Sign fab,2500,20000,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,BARRICADES-Ops,Local,OPSMHE&FACILITYASSET,0,8,2500,0,0,20000,Approved by OPS and ZBH,DJ Hydraulic,2970,23760,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,TROLLEY-Ops,Local,OPSMHE&FACILITYASSET,0,7,9800,0,0,68600,Packet trolley for OPS team. Approved by OPS and Z,Design craft,9800,68600,0,0,Yes
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,TROLLEY-Ops,Local,OPSMHE&FACILITYASSET,0,7,9800,0,0,68600,Packet trolley for OPS team. Approved by OPS and Z,Sign fab,10500,73500,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,TROLLEY-Ops,Local,OPSMHE&FACILITYASSET,0,7,9800,0,0,68600,Packet trolley for OPS team. Approved by OPS and Z,DJ Hydraulic,10800,75600,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Carrying Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,7,16500,0,0,115500,Approved by OPS and ZBH,Design craft,16500,115500,0,0,Yes
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Carrying Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,7,16500,0,0,115500,Approved by OPS and ZBH,Sign fab,18000,126000,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Carrying Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,7,16500,0,0,115500,Approved by OPS and ZBH,DJ Hydraulic,23700,165900,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Holder-Ops,Local,OPSMHE&FACILITYASSET,0,10,600,0,0,6000,Approved by ZBH and OPS,Design craft,600,6000,0,0,Yes
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Holder-Ops,Local,OPSMHE&FACILITYASSET,0,10,600,0,0,6000,Approved by ZBH and OPS,Sign FAB,750,7500,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Holder-Ops,Local,OPSMHE&FACILITYASSET,0,10,600,0,0,6000,Approved by ZBH and OPS,DJ HYdraulic,3360,33600,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Location Stand-Ops,Local,OPSMHE&FACILITYASSET,0,12,2000,0,0,24000,Approved by OPS and ZBH,Design craft,2000,24000,0,0,Yes
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Location Stand-Ops,Local,OPSMHE&FACILITYASSET,0,12,2000,0,0,24000,Approved by OPS and ZBH,DJ Hydraulic,2030,24360,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Location Stand-Ops,Local,OPSMHE&FACILITYASSET,0,12,2000,0,0,24000,Approved by OPS and ZBH,Sign fab,2500,30000,0,0,-
CPX-F/E/202526/0005,30-04-2025,Facility,Upgrade,785455.5,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Ops,Yes,FY24-25,Madurai MHE qty approved by OPS team and Local ite,Rejected,07-05-2025,"Wrong items raised, does not tally with approved a",Others,Authority - Manoj Rathod ,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH) - OPS,Central,ITASSETS-OPS,14411,2,14411,0,,28822,Approved by oPS and ZBH,,0,0,,,
CPX-F/E/202526/0006,05-05-2025,Facility,Upgrade,961269,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,Ops,Yes,FY25 ,This capex is for Coimbatore Integrated HUB.  Rent,Rejected,09-05-2025,raised more qty than approved qty on email by P&E ,Others,Authority - Manoj Rathod ,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,6,24860,0,,149160,Qty approved by OPS and ZBH,,0,0,,,
CPX-F/E/202526/0006,05-05-2025,Facility,Upgrade,961269,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,Ops,Yes,FY25 ,This capex is for Coimbatore Integrated HUB.  Rent,Rejected,09-05-2025,raised more qty than approved qty on email by P&E ,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,61,2773,0,,169153,Qty Approved by ZBH and OPS TEAM,,0,0,,,
CPX-F/E/202526/0006,05-05-2025,Facility,Upgrade,961269,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,Ops,Yes,FY25 ,This capex is for Coimbatore Integrated HUB.  Rent,Rejected,09-05-2025,raised more qty than approved qty on email by P&E ,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,1148,44,1148,0,,50512,Qty approved  by OPS and ZBH,,0,0,,,
CPX-F/E/202526/0006,05-05-2025,Facility,Upgrade,961269,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,Ops,Yes,FY25 ,This capex is for Coimbatore Integrated HUB.  Rent,Rejected,09-05-2025,raised more qty than approved qty on email by P&E ,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,7,22000,0,,154000,Qty approved by Ops team and ZBH,,0,0,,,
CPX-F/E/202526/0006,05-05-2025,Facility,Upgrade,961269,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,Ops,Yes,FY25 ,This capex is for Coimbatore Integrated HUB.  Rent,Rejected,09-05-2025,raised more qty than approved qty on email by P&E ,Others,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,LOCKER-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,3,22500,0,0,67500,"Out of 3 quotes, Design craft if l1. This quotes r",Design craft,22500,67500,0,0,Yes
CPX-F/E/202526/0006,05-05-2025,Facility,Upgrade,961269,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,Ops,Yes,FY25 ,This capex is for Coimbatore Integrated HUB.  Rent,Rejected,09-05-2025,raised more qty than approved qty on email by P&E ,Others,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,LOCKER-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,3,22500,0,0,67500,"Out of 3 quotes, Design craft if l1. This quotes r",Sign fab,23000,69000,0,0,-
CPX-F/E/202526/0006,05-05-2025,Facility,Upgrade,961269,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,Ops,Yes,FY25 ,This capex is for Coimbatore Integrated HUB.  Rent,Rejected,09-05-2025,raised more qty than approved qty on email by P&E ,Others,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,LOCKER-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,3,22500,0,0,67500,"Out of 3 quotes, Design craft if l1. This quotes r",DJ Hydraulic,29550,88650,0,0,-
CPX-F/E/202526/0006,05-05-2025,Facility,Upgrade,961269,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,Ops,Yes,FY25 ,This capex is for Coimbatore Integrated HUB.  Rent,Rejected,09-05-2025,raised more qty than approved qty on email by P&E ,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Shelving Racks-Ops,Local,OPSMHE&FACILITYASSET,0,4,29800,0,0,119200,"Out of 3 quotes, Design craft if l1. This quotes r",Design craft,29800,119200,0,0,Yes
CPX-F/E/202526/0006,05-05-2025,Facility,Upgrade,961269,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,Ops,Yes,FY25 ,This capex is for Coimbatore Integrated HUB.  Rent,Rejected,09-05-2025,raised more qty than approved qty on email by P&E ,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Shelving Racks-Ops,Local,OPSMHE&FACILITYASSET,0,4,29800,0,0,119200,"Out of 3 quotes, Design craft if l1. This quotes r",Sign fab,35000,140000,0,0,-
